what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1466144170415
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144176421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144182942
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466144184642
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466144186062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144189837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144191116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144192255
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144192988
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144195796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144209259
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1466144210227
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1466144212489
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144216295
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144218542
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1466144218635
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466144222145
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144225640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144235998
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466144238355
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1466144241444
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466144245500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144249556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144250616
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466144253190
