what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149988671
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466149989046
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1466149993866
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149994615
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149995582
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149996440
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149997033
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466149997641
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466149998047
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1466150005348
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466150019045
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150022399
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150024208
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150027329
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150044520
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1466150053133
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466150054053
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466150056112
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150058764
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150067906
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466150072961
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466150076378
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466150079763
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150082508
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466150092352
