what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466148534009
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148534415
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1466148536271
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1466148537113
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148537457
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148540280
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148565289
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1466148571421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148572154
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148575493
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148582482
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1466148597474
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148605305
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148607770
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148609783
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148627302
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148630672
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1466148634385
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148644291
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148648035
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148651389
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148679595
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148682013
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1466148689423
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1466148703854
