what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771508991
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771535403
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771538960
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771554374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771555544
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771564794
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771582020
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467771585062
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467771589508
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1467771590959
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1467771591286
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1467771591551
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1467771591551
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771598852
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771619679
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1467771619695
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1467771619695
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1467771620709
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771621894
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771622706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771623954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771706575
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771707246
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771747357
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467771752335
